	ID	Ballade	Lied	Elegie	Sonett	Natur	Poetologie	Philosphie	Liebe	Kultur	Geschichte	Politik	Religion	Top_Emotion	Polarität	Titel	Autor	Reclam_Balladen	Strophen	Verse	Anthologie	Jahr	Hrsg	Epoche	Active_learning	length	Autor_clean	Publikationsjahr_Schätzung	Publikationsjahr
3677	l0040144	unkown	unkown	unkown	unkown	unkown	unkown	unkown	unkown	unkown	unkown	unkown	unkown	unkown	unkown	Der Priester	Evers, Franz	unkown	7	15	Moderne Deutsche Lyrik. Mit einer literargeschichtlichen Einleitung und biographischen Notizen, hrsg. von Hans Benzmann. Leipzig 1904.	1904	Benzmann, Hans	Moderne	no	425	Evers, Franz	1906	0
3678	l0040145	unkown	unkown	unkown	unkown	unkown	unkown	unkown	unkown	unkown	unkown	unkown	unkown	unkown	unkown	Die Dichter	Evers, Franz	unkown	13	3	Moderne Deutsche Lyrik. Mit einer literargeschichtlichen Einleitung und biographischen Notizen, hrsg. von Hans Benzmann. Leipzig 1904.	1904	Benzmann, Hans	Moderne	no	215	Evers, Franz	1906	0
3679	l0040146	unkown	unkown	unkown	unkown	unkown	unkown	unkown	unkown	unkown	unkown	unkown	unkown	unkown	unkown	Leben	Evers, Franz	unkown	3	4	Moderne Deutsche Lyrik. Mit einer literargeschichtlichen Einleitung und biographischen Notizen, hrsg. von Hans Benzmann. Leipzig 1904.	1904	Benzmann, Hans	Moderne	no	53	Evers, Franz	1906	0
3680	l0040147	unkown	unkown	unkown	unkown	unkown	unkown	unkown	unkown	unkown	unkown	unkown	unkown	unkown	unkown	Lerchen	Faktor, Emil	unkown	1	8	Moderne Deutsche Lyrik. Mit einer literargeschichtlichen Einleitung und biographischen Notizen, hrsg. von Hans Benzmann. Leipzig 1904.	1904	Benzmann, Hans	Moderne	no	40	Faktor, Emil	1911	0
3681	l0040148	unkown	unkown	unkown	unkown	unkown	unkown	unkown	unkown	unkown	unkown	unkown	unkown	unkown	unkown	An kleine Mädchen	Faktor, Emil	unkown	8	3	Moderne Deutsche Lyrik. Mit einer literargeschichtlichen Einleitung und biographischen Notizen, hrsg. von Hans Benzmann. Leipzig 1904.	1904	Benzmann, Hans	Moderne	no	114	Faktor, Emil	1911	0
3682	l0040149	no	no	yes	no	no	no	no	yes	no	no	no	no	Sehnsucht	negativ	Peccavi?	Faktor, Emil	unkown	5	4	Moderne Deutsche Lyrik. Mit einer literargeschichtlichen Einleitung und biographischen Notizen, hrsg. von Hans Benzmann. Leipzig 1904.	1904	Benzmann, Hans	Moderne	no	134	Faktor, Emil	1911	0
3683	l0040150	unkown	unkown	unkown	unkown	unkown	unkown	unkown	unkown	unkown	unkown	unkown	unkown	unkown	unkown	Erlösung	Falckenberg, Otto	unkown	8	1	Moderne Deutsche Lyrik. Mit einer literargeschichtlichen Einleitung und biographischen Notizen, hrsg. von Hans Benzmann. Leipzig 1904.	1904	Benzmann, Hans	Moderne	no	141	Falckenberg, Otto	1908	0
3684	l0040151	unkown	unkown	unkown	unkown	unkown	unkown	unkown	unkown	unkown	unkown	unkown	unkown	unkown	unkown	Der Dichter	Falke, Gustav	unkown	5	2	Moderne Deutsche Lyrik. Mit einer literargeschichtlichen Einleitung und biographischen Notizen, hrsg. von Hans Benzmann. Leipzig 1904.	1904	Benzmann, Hans	Moderne	no	51	Falke, Gustav	1888	0
3685	l0040152	unkown	unkown	unkown	unkown	unkown	unkown	unkown	unkown	unkown	unkown	unkown	unkown	unkown	unkown	Auf einem andern Stern	Falke, Gustav	unkown	5	17	Moderne Deutsche Lyrik. Mit einer literargeschichtlichen Einleitung und biographischen Notizen, hrsg. von Hans Benzmann. Leipzig 1904.	1904	Benzmann, Hans	Moderne	no	308	Falke, Gustav	1888	0
3686	l0040153	unkown	unkown	unkown	unkown	unkown	unkown	unkown	unkown	unkown	unkown	unkown	unkown	unkown	unkown	Himmelfahrt	Falke, Gustav	unkown	2	14	Moderne Deutsche Lyrik. Mit einer literargeschichtlichen Einleitung und biographischen Notizen, hrsg. von Hans Benzmann. Leipzig 1904.	1904	Benzmann, Hans	Moderne	no	124	Falke, Gustav	1888	0
3687	l0040154	unkown	unkown	unkown	unkown	unkown	unkown	unkown	unkown	unkown	unkown	unkown	unkown	unkown	unkown	Aus dem Takt	Falke, Gustav	unkown	3	6	Moderne Deutsche Lyrik. Mit einer literargeschichtlichen Einleitung und biographischen Notizen, hrsg. von Hans Benzmann. Leipzig 1904.	1904	Benzmann, Hans	Moderne	no	75	Falke, Gustav	1888	0
3688	l0040155	no	no	no	no	no	no	no	yes	no	no	no	no	Verzweiflung	unkown	Die feinen Ohren	Falke, Gustav	unkown	4	7	Moderne Deutsche Lyrik. Mit einer literargeschichtlichen Einleitung und biographischen Notizen, hrsg. von Hans Benzmann. Leipzig 1904.	1904	Benzmann, Hans	Moderne	no	96	Falke, Gustav	1888	0
3689	l0040156	unkown	unkown	unkown	unkown	unkown	unkown	unkown	unkown	unkown	unkown	unkown	unkown	unkown	unkown	Ein Unterschied	Falke, Gustav	unkown	4	4	Moderne Deutsche Lyrik. Mit einer literargeschichtlichen Einleitung und biographischen Notizen, hrsg. von Hans Benzmann. Leipzig 1904.	1904	Benzmann, Hans	Moderne	no	85	Falke, Gustav	1888	0
3690	l0040157	unkown	unkown	unkown	unkown	unkown	unkown	unkown	unkown	unkown	unkown	unkown	unkown	unkown	unkown	Unheimliche Stunde	Falke, Gustav	unkown	3	6	Moderne Deutsche Lyrik. Mit einer literargeschichtlichen Einleitung und biographischen Notizen, hrsg. von Hans Benzmann. Leipzig 1904.	1904	Benzmann, Hans	Moderne	no	96	Falke, Gustav	1888	0
3691	l0040158	unkown	unkown	unkown	unkown	unkown	unkown	unkown	unkown	unkown	unkown	unkown	unkown	unkown	unkown	Ein Harfenklang	Falke, Gustav	unkown	3	9	Moderne Deutsche Lyrik. Mit einer literargeschichtlichen Einleitung und biographischen Notizen, hrsg. von Hans Benzmann. Leipzig 1904.	1904	Benzmann, Hans	Moderne	no	112	Falke, Gustav	1888	0
3692	l0040159	unkown	unkown	unkown	unkown	unkown	unkown	unkown	unkown	unkown	unkown	unkown	unkown	unkown	unkown	Mein Herz	Falke, Gustav	unkown	3	7	Moderne Deutsche Lyrik. Mit einer literargeschichtlichen Einleitung und biographischen Notizen, hrsg. von Hans Benzmann. Leipzig 1904.	1904	Benzmann, Hans	Moderne	no	84	Falke, Gustav	1888	0
3693	l0040160	unkown	unkown	unkown	unkown	unkown	unkown	unkown	unkown	unkown	unkown	unkown	unkown	unkown	unkown	Nachtwandler	Falke, Gustav	unkown	6	6	Moderne Deutsche Lyrik. Mit einer literargeschichtlichen Einleitung und biographischen Notizen, hrsg. von Hans Benzmann. Leipzig 1904.	1904	Benzmann, Hans	Moderne	no	131	Falke, Gustav	1888	0
3694	l0040161	unkown	unkown	unkown	unkown	no	unkown	unkown	no	unkown	unkown	unkown	unkown	unkown	unkown	Nach Jahren	Falke, Gustav	unkown	6	1	Moderne Deutsche Lyrik. Mit einer literargeschichtlichen Einleitung und biographischen Notizen, hrsg. von Hans Benzmann. Leipzig 1904.	1904	Benzmann, Hans	Moderne	yes	70	Falke, Gustav	1888	0
3695	l0040162	unkown	unkown	unkown	unkown	unkown	unkown	unkown	unkown	unkown	unkown	unkown	unkown	unkown	unkown	Erwacht	Falke, Gustav	unkown	3	4	Moderne Deutsche Lyrik. Mit einer literargeschichtlichen Einleitung und biographischen Notizen, hrsg. von Hans Benzmann. Leipzig 1904.	1904	Benzmann, Hans	Moderne	no	43	Falke, Gustav	1888	0
3696	l0040163	unkown	unkown	unkown	unkown	unkown	unkown	unkown	unkown	unkown	unkown	unkown	unkown	unkown	unkown	Märchen	Falke, Gustav	unkown	3	4	Moderne Deutsche Lyrik. Mit einer literargeschichtlichen Einleitung und biographischen Notizen, hrsg. von Hans Benzmann. Leipzig 1904.	1904	Benzmann, Hans	Moderne	no	40	Falke, Gustav	1888	0
3697	l0040164	unkown	unkown	unkown	unkown	unkown	unkown	unkown	unkown	unkown	unkown	unkown	unkown	unkown	unkown	Fromm	Falke, Gustav	unkown	3	1	Moderne Deutsche Lyrik. Mit einer literargeschichtlichen Einleitung und biographischen Notizen, hrsg. von Hans Benzmann. Leipzig 1904.	1904	Benzmann, Hans	Moderne	no	29	Falke, Gustav	1888	0
3698	l0040165	unkown	unkown	unkown	unkown	unkown	unkown	unkown	unkown	unkown	unkown	unkown	unkown	unkown	unkown	Vor Schlafengehen	Falke, Gustav	unkown	5	4	Moderne Deutsche Lyrik. Mit einer literargeschichtlichen Einleitung und biographischen Notizen, hrsg. von Hans Benzmann. Leipzig 1904.	1904	Benzmann, Hans	Moderne	no	103	Falke, Gustav	1888	0
3699	l0040166	unkown	unkown	unkown	unkown	unkown	unkown	unkown	unkown	unkown	unkown	unkown	unkown	unkown	unkown	Seele	Falke, Gustav	unkown	2	4	Moderne Deutsche Lyrik. Mit einer literargeschichtlichen Einleitung und biographischen Notizen, hrsg. von Hans Benzmann. Leipzig 1904.	1904	Benzmann, Hans	Moderne	no	32	Falke, Gustav	1888	0
3700	l0040167	unkown	unkown	unkown	unkown	unkown	unkown	unkown	unkown	unkown	unkown	unkown	unkown	unkown	unkown	Der Alte	Falke, Gustav	unkown	4	4	Moderne Deutsche Lyrik. Mit einer literargeschichtlichen Einleitung und biographischen Notizen, hrsg. von Hans Benzmann. Leipzig 1904.	1904	Benzmann, Hans	Moderne	no	65	Falke, Gustav	1888	0
3701	l0040168	unkown	unkown	unkown	unkown	unkown	unkown	unkown	unkown	unkown	unkown	unkown	unkown	unkown	unkown	Fraue, du Süße	Finckh, Ludwig	unkown	5	4	Moderne Deutsche Lyrik. Mit einer literargeschichtlichen Einleitung und biographischen Notizen, hrsg. von Hans Benzmann. Leipzig 1904.	1904	Benzmann, Hans	Moderne	no	102	Finckh, Ludwig	1911	0
3702	l0040169	unkown	unkown	unkown	unkown	unkown	unkown	unkown	unkown	unkown	unkown	unkown	unkown	unkown	unkown	Liselore	Finckh, Ludwig	unkown	5	12	Moderne Deutsche Lyrik. Mit einer literargeschichtlichen Einleitung und biographischen Notizen, hrsg. von Hans Benzmann. Leipzig 1904.	1904	Benzmann, Hans	Moderne	no	131	Finckh, Ludwig	1911	0
3703	l0040170	unkown	unkown	unkown	unkown	unkown	unkown	unkown	unkown	unkown	unkown	unkown	unkown	unkown	unkown	Bettler	Finckh, Ludwig	unkown	3	9	Moderne Deutsche Lyrik. Mit einer literargeschichtlichen Einleitung und biographischen Notizen, hrsg. von Hans Benzmann. Leipzig 1904.	1904	Benzmann, Hans	Moderne	no	106	Finckh, Ludwig	1911	0
3704	l0040171	unkown	unkown	unkown	unkown	unkown	unkown	unkown	unkown	unkown	unkown	unkown	unkown	unkown	unkown	Sonnenkraft	Flaischlen, Cäsar [alt. Flaischlen, Caesar]	unkown	2	11	Moderne Deutsche Lyrik. Mit einer literargeschichtlichen Einleitung und biographischen Notizen, hrsg. von Hans Benzmann. Leipzig 1904.	1904	Benzmann, Hans	Moderne	no	100	Flaischlen, Cäsar	1899	0
3705	l0040172	unkown	unkown	unkown	unkown	unkown	unkown	unkown	unkown	unkown	unkown	unkown	unkown	unkown	unkown	Rügen	Flaischlen, Cäsar [alt. Flaischlen, Caesar]	unkown	1	20	Moderne Deutsche Lyrik. Mit einer literargeschichtlichen Einleitung und biographischen Notizen, hrsg. von Hans Benzmann. Leipzig 1904.	1904	Benzmann, Hans	Moderne	no	38	Flaischlen, Cäsar	1899	0
3706	l0040173	unkown	unkown	unkown	unkown	unkown	unkown	unkown	unkown	unkown	unkown	unkown	unkown	unkown	unkown	Was müde macht!	Flaischlen, Cäsar [alt. Flaischlen, Caesar]	unkown	1	14	Moderne Deutsche Lyrik. Mit einer literargeschichtlichen Einleitung und biographischen Notizen, hrsg. von Hans Benzmann. Leipzig 1904.	1904	Benzmann, Hans	Moderne	no	34	Flaischlen, Cäsar	1899	0
3707	l0040174	unkown	unkown	unkown	unkown	unkown	unkown	unkown	unkown	unkown	unkown	unkown	unkown	unkown	unkown	Tagebuchblätter	Flaischlen, Cäsar [alt. Flaischlen, Caesar]	unkown	6	14	Moderne Deutsche Lyrik. Mit einer literargeschichtlichen Einleitung und biographischen Notizen, hrsg. von Hans Benzmann. Leipzig 1904.	1904	Benzmann, Hans	Moderne	no	207	Flaischlen, Cäsar	1899	0
3708	l0040175	unkown	unkown	unkown	unkown	unkown	unkown	unkown	unkown	unkown	unkown	unkown	unkown	unkown	unkown	Die Alten und die Jungen	Fontane, Theodor Fontane	unkown	1	22	Moderne Deutsche Lyrik. Mit einer literargeschichtlichen Einleitung und biographischen Notizen, hrsg. von Hans Benzmann. Leipzig 1904.	1904	Benzmann, Hans	Moderne	no	108	Fontane, Theodor Fontane	1899	0
3709	l0040176	unkown	unkown	unkown	unkown	unkown	unkown	unkown	unkown	unkown	unkown	unkown	unkown	unkown	unkown	Was mir gefällt	Fontane, Theodor	unkown	2	11	Moderne Deutsche Lyrik. Mit einer literargeschichtlichen Einleitung und biographischen Notizen, hrsg. von Hans Benzmann. Leipzig 1904.	1904	Benzmann, Hans	Moderne	no	67	Fontane, Theodor	1854	0
3710	l0040177	unkown	unkown	unkown	unkown	unkown	unkown	unkown	unkown	unkown	unkown	unkown	unkown	unkown	unkown	Meine Gräber	Fontane, Theodor	unkown	5	12	Moderne Deutsche Lyrik. Mit einer literargeschichtlichen Einleitung und biographischen Notizen, hrsg. von Hans Benzmann. Leipzig 1904.	1904	Benzmann, Hans	Moderne	no	151	Fontane, Theodor	1854	0
3711	l0040178	unkown	unkown	unkown	unkown	unkown	unkown	unkown	unkown	unkown	unkown	unkown	unkown	unkown	unkown	Die Gans von Putlitz	Fontane, Theodor	unkown	15	5	Moderne Deutsche Lyrik. Mit einer literargeschichtlichen Einleitung und biographischen Notizen, hrsg. von Hans Benzmann. Leipzig 1904.	1904	Benzmann, Hans	Moderne	no	321	Fontane, Theodor	1854	0
3712	l0040179	yes	unkown	unkown	unkown	unkown	unkown	unkown	unkown	unkown	unkown	unkown	unkown	unkown	unkown	Der 6. November 1632	Fontane, Theodor	Ballade	10	4	Moderne Deutsche Lyrik. Mit einer literargeschichtlichen Einleitung und biographischen Notizen, hrsg. von Hans Benzmann. Leipzig 1904.	1904	Benzmann, Hans	Moderne	no	220	Fontane, Theodor	1854	0
3713	l0040180	unkown	unkown	unkown	unkown	unkown	unkown	unkown	unkown	unkown	unkown	unkown	unkown	unkown	unkown	Maria Duchatel	Fontane, Theodor	unkown	27	4	Moderne Deutsche Lyrik. Mit einer literargeschichtlichen Einleitung und biographischen Notizen, hrsg. von Hans Benzmann. Leipzig 1904.	1904	Benzmann, Hans	Moderne	no	463	Fontane, Theodor	1854	0
3714	l0040181	unkown	unkown	unkown	unkown	unkown	unkown	unkown	unkown	unkown	unkown	unkown	unkown	unkown	unkown	Grabschrift	Fontane, Theodor	unkown	1	8	Moderne Deutsche Lyrik. Mit einer literargeschichtlichen Einleitung und biographischen Notizen, hrsg. von Hans Benzmann. Leipzig 1904.	1904	Benzmann, Hans	Moderne	no	22	Fontane, Theodor	1854	0
3715	l0040182	unkown	unkown	unkown	unkown	unkown	unkown	unkown	unkown	unkown	unkown	unkown	unkown	unkown	unkown	Nebelphantasie	Friedrichs, Hermann	unkown	2	22	Moderne Deutsche Lyrik. Mit einer literargeschichtlichen Einleitung und biographischen Notizen, hrsg. von Hans Benzmann. Leipzig 1904.	1904	Benzmann, Hans	Moderne	no	332	Friedrichs, Hermann	1889	0
3716	l0040183	unkown	unkown	unkown	unkown	unkown	unkown	unkown	unkown	unkown	unkown	unkown	unkown	unkown	unkown	Sommervögel	Frommel, Otto	unkown	2	10	Moderne Deutsche Lyrik. Mit einer literargeschichtlichen Einleitung und biographischen Notizen, hrsg. von Hans Benzmann. Leipzig 1904.	1904	Benzmann, Hans	Moderne	no	53	Frommel, Otto	1906	0
3717	l0040184	unkown	unkown	unkown	unkown	unkown	unkown	unkown	unkown	unkown	unkown	unkown	unkown	unkown	unkown	Die Regenfrau	Frommel, Otto	unkown	2	15	Moderne Deutsche Lyrik. Mit einer literargeschichtlichen Einleitung und biographischen Notizen, hrsg. von Hans Benzmann. Leipzig 1904.	1904	Benzmann, Hans	Moderne	no	113	Frommel, Otto	1906	0
3718	l0040185	unkown	unkown	unkown	unkown	unkown	unkown	unkown	unkown	unkown	unkown	unkown	unkown	unkown	unkown	Toter Herbst	Frommel, Otto	unkown	5	6	Moderne Deutsche Lyrik. Mit einer literargeschichtlichen Einleitung und biographischen Notizen, hrsg. von Hans Benzmann. Leipzig 1904.	1904	Benzmann, Hans	Moderne	no	124	Frommel, Otto	1906	0
3719	l0040186	unkown	unkown	unkown	unkown	unkown	unkown	unkown	unkown	unkown	unkown	unkown	unkown	unkown	unkown	Sturmnacht	Fuchs, Georg	unkown	5	5	Moderne Deutsche Lyrik. Mit einer literargeschichtlichen Einleitung und biographischen Notizen, hrsg. von Hans Benzmann. Leipzig 1904.	1904	Benzmann, Hans	Moderne	no	129	Fuchs, Georg	1893	0
3720	l0040187	unkown	unkown	unkown	unkown	yes	unkown	unkown	no	unkown	unkown	unkown	unkown	unkown	unkown	Auf der Hallig	Fuchs, Georg	unkown	4	3	Moderne Deutsche Lyrik. Mit einer literargeschichtlichen Einleitung und biographischen Notizen, hrsg. von Hans Benzmann. Leipzig 1904.	1904	Benzmann, Hans	Moderne	yes	83	Fuchs, Georg	1893	0
3721	l0040188	unkown	unkown	unkown	unkown	unkown	unkown	unkown	unkown	unkown	unkown	unkown	unkown	unkown	unkown	Meeresträume	Fuchs, Georg	unkown	4	4	Moderne Deutsche Lyrik. Mit einer literargeschichtlichen Einleitung und biographischen Notizen, hrsg. von Hans Benzmann. Leipzig 1904.	1904	Benzmann, Hans	Moderne	no	90	Fuchs, Georg	1893	0
3722	l0040189	unkown	unkown	unkown	unkown	unkown	unkown	unkown	unkown	unkown	unkown	unkown	unkown	unkown	unkown	Abend	Fulda, Ludwig	unkown	3	4	Moderne Deutsche Lyrik. Mit einer literargeschichtlichen Einleitung und biographischen Notizen, hrsg. von Hans Benzmann. Leipzig 1904.	1904	Benzmann, Hans	Moderne	no	46	Fulda, Ludwig	1897	0
3723	l0040190	unkown	unkown	unkown	unkown	unkown	unkown	unkown	unkown	unkown	unkown	unkown	unkown	unkown	unkown	Stromab	Fulda, Ludwig	unkown	4	4	Moderne Deutsche Lyrik. Mit einer literargeschichtlichen Einleitung und biographischen Notizen, hrsg. von Hans Benzmann. Leipzig 1904.	1904	Benzmann, Hans	Moderne	no	69	Fulda, Ludwig	1897	0
3724	l0040191	unkown	unkown	unkown	unkown	unkown	unkown	unkown	unkown	unkown	unkown	unkown	unkown	unkown	unkown	Nachtbild	Fulda, Ludwig	unkown	2	4	Moderne Deutsche Lyrik. Mit einer literargeschichtlichen Einleitung und biographischen Notizen, hrsg. von Hans Benzmann. Leipzig 1904.	1904	Benzmann, Hans	Moderne	no	35	Fulda, Ludwig	1897	0
3725	l0040192	unkown	unkown	unkown	unkown	unkown	unkown	unkown	unkown	unkown	unkown	unkown	unkown	unkown	unkown	Verborgener Schimmer	Gabriel, Hans	unkown	2	4	Moderne Deutsche Lyrik. Mit einer literargeschichtlichen Einleitung und biographischen Notizen, hrsg. von Hans Benzmann. Leipzig 1904.	1904	Benzmann, Hans	Moderne	no	25	Gabriel, Hans	1895	0
3726	l0040193	unkown	unkown	unkown	unkown	unkown	unkown	unkown	unkown	unkown	unkown	unkown	unkown	unkown	unkown	Träumerei	Gabriel, Hans	unkown	2	4	Moderne Deutsche Lyrik. Mit einer literargeschichtlichen Einleitung und biographischen Notizen, hrsg. von Hans Benzmann. Leipzig 1904.	1904	Benzmann, Hans	Moderne	no	27	Gabriel, Hans	1895	0
3727	l0040194	unkown	unkown	unkown	unkown	unkown	unkown	unkown	unkown	unkown	unkown	unkown	unkown	unkown	unkown	Gustav III. von Schweden auf dem Maskenball	Gaudy, Alice Freiin von	unkown	8	4	Moderne Deutsche Lyrik. Mit einer literargeschichtlichen Einleitung und biographischen Notizen, hrsg. von Hans Benzmann. Leipzig 1904.	1904	Benzmann, Hans	Moderne	no	194	Gaudy, Alice Freiin von	1898	0
3728	l0040195	unkown	unkown	unkown	unkown	unkown	unkown	unkown	unkown	unkown	unkown	unkown	unkown	unkown	unkown	Die Spinnerin	Gaudy, Alice Freiin von	unkown	5	15	Moderne Deutsche Lyrik. Mit einer literargeschichtlichen Einleitung und biographischen Notizen, hrsg. von Hans Benzmann. Leipzig 1904.	1904	Benzmann, Hans	Moderne	no	245	Gaudy, Alice Freiin von	1898	0
3729	l0040196	unkown	unkown	unkown	unkown	unkown	unkown	unkown	unkown	unkown	unkown	unkown	unkown	unkown	unkown	Die Wolke	Gaudy, Alice Freiin von	unkown	4	4	Moderne Deutsche Lyrik. Mit einer literargeschichtlichen Einleitung und biographischen Notizen, hrsg. von Hans Benzmann. Leipzig 1904.	1904	Benzmann, Hans	Moderne	no	88	Gaudy, Alice Freiin von	1898	0
3730	l0040197	no	no	no	no	no	no	no	no	no	no	no	no	unkown	unkown	Lied der Knospen	Geiger, Albert	unkown	4	4	Moderne Deutsche Lyrik. Mit einer literargeschichtlichen Einleitung und biographischen Notizen, hrsg. von Hans Benzmann. Leipzig 1904.	1904	Benzmann, Hans	Moderne	no	59	Geiger, Albert	1901	0
3731	l0040198	unkown	unkown	unkown	unkown	unkown	unkown	unkown	unkown	unkown	unkown	unkown	unkown	unkown	unkown	Zwei Marienbilder	Geiger, Albert	unkown	13	2	Moderne Deutsche Lyrik. Mit einer literargeschichtlichen Einleitung und biographischen Notizen, hrsg. von Hans Benzmann. Leipzig 1904.	1904	Benzmann, Hans	Moderne	no	187	Geiger, Albert	1901	0
3732	l0040199	unkown	unkown	unkown	unkown	unkown	unkown	unkown	unkown	unkown	unkown	unkown	unkown	unkown	unkown	Die Kranke	Geiger, Albert	unkown	7	5	Moderne Deutsche Lyrik. Mit einer literargeschichtlichen Einleitung und biographischen Notizen, hrsg. von Hans Benzmann. Leipzig 1904.	1904	Benzmann, Hans	Moderne	no	258	Geiger, Albert	1901	0
3733	l0040200	no	yes	no	no	no	no	no	no	no	no	no	no	Verzweiflung	negativ	Das Kummerschifflein	Geucke, Kurt	unkown	7	6	Moderne Deutsche Lyrik. Mit einer literargeschichtlichen Einleitung und biographischen Notizen, hrsg. von Hans Benzmann. Leipzig 1904.	1904	Benzmann, Hans	Moderne	yes	160	Geucke, Kurt	1899	0
3734	l0040201	unkown	unkown	unkown	unkown	unkown	unkown	unkown	unkown	unkown	unkown	unkown	unkown	unkown	unkown	Schlaf	Geucke, Kurt	unkown	4	3	Moderne Deutsche Lyrik. Mit einer literargeschichtlichen Einleitung und biographischen Notizen, hrsg. von Hans Benzmann. Leipzig 1904.	1904	Benzmann, Hans	Moderne	no	82	Geucke, Kurt	1899	0
3735	l0040202	unkown	unkown	unkown	unkown	unkown	unkown	unkown	unkown	unkown	unkown	unkown	unkown	unkown	unkown	Wie es kam	Ginzkey, Franz Karl	unkown	2	4	Moderne Deutsche Lyrik. Mit einer literargeschichtlichen Einleitung und biographischen Notizen, hrsg. von Hans Benzmann. Leipzig 1904.	1904	Benzmann, Hans	Moderne	no	34	Ginzkey, Franz Karl	1906	0
3736	l0040203	unkown	unkown	unkown	unkown	unkown	unkown	unkown	unkown	unkown	unkown	unkown	unkown	unkown	unkown	Das Grab	Ginzkey, Franz Karl	unkown	3	4	Moderne Deutsche Lyrik. Mit einer literargeschichtlichen Einleitung und biographischen Notizen, hrsg. von Hans Benzmann. Leipzig 1904.	1904	Benzmann, Hans	Moderne	no	73	Ginzkey, Franz Karl	1906	0
3737	l0040204	unkown	unkown	unkown	unkown	unkown	unkown	unkown	unkown	unkown	unkown	unkown	unkown	unkown	unkown	Aus einem Zyklus „Zigeunermusik“	Grazie, Marie Eugenie delle [alt. Grazie, Maria Eugenie delle; Grazie, M. E. delle; Grazie, M. Eug. delle]	unkown	8	6	Moderne Deutsche Lyrik. Mit einer literargeschichtlichen Einleitung und biographischen Notizen, hrsg. von Hans Benzmann. Leipzig 1904.	1904	Benzmann, Hans	Moderne	no	119	Grazie, Marie Eugenie delle	1899	0
3738	l0040205	unkown	unkown	unkown	unkown	unkown	unkown	unkown	unkown	unkown	unkown	unkown	unkown	unkown	unkown	Capella Sistina	Grazie, Marie Eugenie delle [alt. Grazie, Maria Eugenie delle; Grazie, M. E. delle; Grazie, M. Eug. delle]	unkown	2	12	Moderne Deutsche Lyrik. Mit einer literargeschichtlichen Einleitung und biographischen Notizen, hrsg. von Hans Benzmann. Leipzig 1904.	1904	Benzmann, Hans	Moderne	no	150	Grazie, Marie Eugenie delle	1899	0
3739	l0040206	unkown	unkown	unkown	unkown	unkown	unkown	unkown	unkown	unkown	unkown	unkown	unkown	unkown	unkown	Mondnacht	Grazie, Marie Eugenie delle [alt. Grazie, Maria Eugenie delle; Grazie, M. E. delle; Grazie, M. Eug. delle]	unkown	1	32	Moderne Deutsche Lyrik. Mit einer literargeschichtlichen Einleitung und biographischen Notizen, hrsg. von Hans Benzmann. Leipzig 1904.	1904	Benzmann, Hans	Moderne	no	185	Grazie, Marie Eugenie delle	1899	0
3740	l0040207	unkown	unkown	unkown	unkown	unkown	unkown	unkown	unkown	unkown	unkown	unkown	unkown	unkown	unkown	Kindheit	Grazie, Marie Eugenie delle [alt. Grazie, Maria Eugenie delle; Grazie, M. E. delle; Grazie, M. Eug. delle]	unkown	5	6	Moderne Deutsche Lyrik. Mit einer literargeschichtlichen Einleitung und biographischen Notizen, hrsg. von Hans Benzmann. Leipzig 1904.	1904	Benzmann, Hans	Moderne	no	147	Grazie, Marie Eugenie delle	1899	0
3741	l0040208	unkown	unkown	unkown	unkown	unkown	unkown	unkown	unkown	unkown	unkown	unkown	unkown	unkown	unkown	Morgengang	Greif, Martin	unkown	4	4	Moderne Deutsche Lyrik. Mit einer literargeschichtlichen Einleitung und biographischen Notizen, hrsg. von Hans Benzmann. Leipzig 1904.	1904	Benzmann, Hans	Moderne	no	57	Greif, Martin	1874	0
3742	l0040209	unkown	unkown	unkown	unkown	unkown	unkown	unkown	unkown	unkown	unkown	unkown	unkown	unkown	unkown	Der Wanderer und der Bach	Greif, Martin	unkown	3	4	Moderne Deutsche Lyrik. Mit einer literargeschichtlichen Einleitung und biographischen Notizen, hrsg. von Hans Benzmann. Leipzig 1904.	1904	Benzmann, Hans	Moderne	no	38	Greif, Martin	1874	0
3743	l0040210	no	no	no	no	no	no	no	no	no	no	no	no	unkown	unkown	Die Schnitterin	Greif, Martin	unkown	3	4	Moderne Deutsche Lyrik. Mit einer literargeschichtlichen Einleitung und biographischen Notizen, hrsg. von Hans Benzmann. Leipzig 1904.	1904	Benzmann, Hans	Moderne	no	40	Greif, Martin	1874	0
3744	l0040211	unkown	unkown	unkown	unkown	unkown	unkown	unkown	unkown	unkown	unkown	unkown	unkown	unkown	unkown	Vor der Ernte	Greif, Martin	unkown	2	4	Moderne Deutsche Lyrik. Mit einer literargeschichtlichen Einleitung und biographischen Notizen, hrsg. von Hans Benzmann. Leipzig 1904.	1904	Benzmann, Hans	Moderne	no	28	Greif, Martin	1874	0
3745	l0040212	unkown	unkown	unkown	unkown	unkown	unkown	unkown	unkown	unkown	unkown	unkown	unkown	unkown	unkown	Sunnwendnacht	Greif, Martin	unkown	4	3	Moderne Deutsche Lyrik. Mit einer literargeschichtlichen Einleitung und biographischen Notizen, hrsg. von Hans Benzmann. Leipzig 1904.	1904	Benzmann, Hans	Moderne	no	35	Greif, Martin	1874	0
